,episode_reward,nb_episode_steps,nb_steps
1672,0.0,50,83360
1673,0.0,50,83410
1674,0.0,50,83460
1675,48.0,45,83505
1676,0.0,50,83555
1677,0.0,50,83605
1678,0.0,50,83655
1679,0.0,50,83705
1680,0.0,50,83755
1681,0.0,50,83805
1682,-260.0,50,83855
1683,-525.0,50,83905
1684,0.0,50,83955
1685,0.0,50,84005
1686,-430.0,50,84055
1687,0.0,70,84125
1688,0.0,50,84175
1689,0.0,50,84225
1690,0.0,50,84275
1691,0.0,50,84325
1692,0.0,50,84375
1693,0.0,50,84425
1694,0.0,50,84475
1695,0.0,50,84525
1696,0.0,50,84575
1697,0.0,50,84625
1698,0.0,50,84675
1699,0.0,50,84725
1700,0.0,50,84775
1701,18.0,50,84825
1702,-90.0,50,84875
1703,0.0,50,84925
1704,0.0,50,84975
1705,0.0,50,85025
1706,0.0,50,85075
1707,0.0,50,85125
1708,0.0,50,85175
1709,0.0,50,85225
1710,0.0,50,85275
1711,0.0,50,85325
1712,0.0,50,85375
1713,0.0,50,85425
1714,30.0,50,85475
1715,0.0,50,85525
1716,0.0,50,85575
1717,0.0,50,85625
1718,0.0,50,85675
1719,0.0,50,85725
1720,0.0,50,85775
1721,0.0,50,85825
1722,0.0,50,85875
1723,0.0,50,85925
1724,0.0,50,85975
1725,0.0,50,86025
1726,0.0,50,86075
1727,20.0,50,86125
1728,0.0,50,86175
1729,0.0,50,86225
1730,0.0,50,86275
1731,0.0,50,86325
1732,0.0,50,86375
1733,0.0,50,86425
1734,0.0,50,86475
1735,0.0,50,86525
1736,0.0,50,86575
1737,0.0,50,86625
1738,0.0,50,86675
1739,-140.0,50,86725
1740,-280.0,50,86775
1741,0.0,50,86825
1742,0.0,50,86875
1743,0.0,45,86920
1744,-220.0,50,86970
1745,0.0,50,87020
1746,0.0,50,87070
1747,0.0,50,87120
1748,0.0,50,87170
1749,0.0,50,87220
1750,0.0,50,87270
1751,0.0,50,87320
1752,0.0,50,87370
1753,0.0,50,87420
1754,0.0,50,87470
1755,0.0,50,87520
1756,0.0,50,87570
1757,0.0,50,87620
1758,100.0,50,87670
1759,-3055.0,40,87710
1760,0.0,50,87760
1761,0.0,50,87810
1762,0.0,50,87860
1763,26.0,50,87910
1764,0.0,50,87960
1765,0.0,50,88010
1766,0.0,50,88060
1767,0.0,50,88110
1768,0.0,50,88160
1769,0.0,50,88210
1770,0.0,50,88260
1771,0.0,50,88310
1772,0.0,50,88360
1773,0.0,50,88410
1774,0.0,50,88460
1775,0.0,50,88510
1776,0.0,50,88560
1777,0.0,50,88610
1778,-330.0,50,88660
1779,0.0,50,88710
1780,0.0,50,88760
1781,0.0,50,88810
1782,0.0,50,88860
1783,0.0,50,88910
1784,0.0,50,88960
1785,0.0,50,89010
1786,0.0,50,89060
1787,0.0,50,89110
1788,0.0,50,89160
1789,0.0,50,89210
1790,0.0,50,89260
1791,-260.0,50,89310
1792,0.0,50,89360
1793,0.0,50,89410
1794,0.0,50,89460
1795,0.0,50,89510
1796,0.0,50,89560
1797,-425.0,50,89610
1798,0.0,50,89660
1799,0.0,50,89710
1800,0.0,50,89760
1801,0.0,50,89810
1802,-90.0,50,89860
1803,0.0,50,89910
1804,0.0,50,89960
1805,-90.0,50,90010
1806,0.0,50,90060
1807,0.0,50,90110
1808,0.0,50,90160
1809,0.0,50,90210
1810,0.0,50,90260
1811,0.0,50,90310
1812,0.0,50,90360
1813,0.0,50,90410
1814,0.0,50,90460
1815,0.0,50,90510
1816,-2325.0,50,90560
1817,0.0,50,90610
1818,0.0,50,90660
1819,0.0,50,90710
1820,0.0,50,90760
1821,0.0,50,90810
1822,0.0,50,90860
1823,-440.0,50,90910
1824,76.0,50,90960
1825,0.0,50,91010
1826,0.0,50,91060
1827,0.0,50,91110
1828,0.0,50,91160
1829,0.0,50,91210
1830,0.0,50,91260
1831,0.0,50,91310
1832,0.0,50,91360
1833,0.0,50,91410
1834,-2640.0,50,91460
1835,-20.0,50,91510
1836,0.0,50,91560
1837,-211.0,70,91630
1838,0.0,50,91680
1839,0.0,50,91730
1840,0.0,50,91780
1841,100.0,50,91830
1842,0.0,50,91880
1843,0.0,50,91930
1844,0.0,14,91944
1845,244.0,65,92009
1846,0.0,50,92059
1847,0.0,45,92104
1848,0.0,50,92154
1849,-330.0,50,92204
1850,0.0,130,92334
1851,0.0,50,92384
1852,40.0,50,92434
1853,-490.0,50,92484
1854,72.0,50,92534
1855,40.0,50,92584
1856,-5170.0,50,92634
1857,0.0,50,92684
1858,0.0,50,92734
1859,0.0,50,92784
1860,0.0,50,92834
1861,0.0,50,92884
1862,0.0,50,92934
1863,0.0,50,92984
1864,-4575.0,50,93034
1865,0.0,50,93084
1866,0.0,50,93134
1867,0.0,50,93184
1868,0.0,50,93234
1869,-510.0,50,93284
1870,0.0,50,93334
1871,0.0,50,93384
1872,0.0,50,93434
1873,0.0,50,93484
1874,0.0,50,93534
1875,0.0,50,93584
1876,0.0,50,93634
1877,0.0,50,93684
1878,66.0,50,93734
1879,0.0,50,93784
1880,0.0,50,93834
1881,0.0,50,93884
1882,0.0,50,93934
1883,-230.0,50,93984
1884,0.0,50,94034
1885,0.0,50,94084
1886,0.0,50,94134
1887,0.0,50,94184
1888,0.0,50,94234
1889,0.0,50,94284
1890,0.0,50,94334
1891,0.0,50,94384
1892,0.0,50,94434
1893,0.0,50,94484
1894,0.0,50,94534
1895,0.0,50,94584
1896,0.0,50,94634
1897,0.0,50,94684
1898,0.0,50,94734
1899,0.0,50,94784
1900,-30.0,50,94834
1901,0.0,50,94884
1902,0.0,50,94934
1903,0.0,50,94984
1904,0.0,50,95034
1905,0.0,50,95084
1906,0.0,50,95134
1907,-430.0,50,95184
1908,0.0,50,95234
1909,0.0,50,95284
1910,-480.0,50,95334
1911,0.0,50,95384
1912,72.0,50,95434
1913,0.0,50,95484
1914,0.0,50,95534
1915,0.0,50,95584
1916,0.0,50,95634
1917,0.0,50,95684
1918,0.0,50,95734
1919,0.0,50,95784
1920,0.0,50,95834
1921,0.0,50,95884
1922,0.0,50,95934
1923,0.0,50,95984
1924,0.0,50,96034
1925,0.0,50,96084
1926,0.0,50,96134
1927,-20.0,50,96184
1928,0.0,50,96234
1929,0.0,50,96284
1930,-450.0,50,96334
1931,0.0,50,96384
1932,0.0,50,96434
1933,0.0,50,96484
1934,0.0,50,96534
1935,0.0,50,96584
1936,0.0,50,96634
1937,0.0,50,96684
1938,0.0,50,96734
1939,0.0,50,96784
1940,0.0,50,96834
1941,0.0,50,96884
1942,0.0,50,96934
1943,0.0,50,96984
1944,0.0,50,97034
1945,0.0,50,97084
1946,0.0,50,97134
1947,0.0,50,97184
1948,0.0,50,97234
1949,0.0,50,97284
1950,0.0,50,97334
1951,0.0,50,97384
1952,0.0,50,97434
1953,0.0,50,97484
1954,0.0,50,97534
1955,0.0,50,97584
1956,0.0,50,97634
1957,0.0,50,97684
1958,0.0,50,97734
1959,0.0,50,97784
1960,0.0,50,97834
1961,0.0,50,97884
1962,0.0,50,97934
1963,0.0,50,97984
1964,0.0,50,98034
1965,0.0,50,98084
1966,-3150.0,50,98134
1967,0.0,50,98184
1968,0.0,50,98234
1969,-150.0,50,98284
1970,0.0,50,98334
1971,0.0,50,98384
1972,0.0,50,98434
1973,0.0,50,98484
1974,0.0,50,98534
1975,0.0,50,98584
1976,0.0,50,98634
1977,0.0,50,98684
1978,0.0,50,98734
1979,0.0,50,98784
1980,0.0,50,98834
1981,0.0,50,98884
1982,0.0,50,98934
1983,0.0,50,98984
1984,0.0,50,99034
1985,0.0,50,99084
1986,0.0,50,99134
1987,0.0,70,99204
1988,0.0,50,99254
1989,0.0,50,99304
1990,0.0,50,99354
1991,56.0,70,99424
1992,-605.0,50,99474
1993,0.0,50,99524
1994,0.0,50,99574
1995,0.0,50,99624
1996,42.0,50,99674
1997,0.0,50,99724
1998,0.0,50,99774
1999,-2175.0,50,99824
2000,44.0,50,99874
2001,0.0,50,99924
2002,0.0,50,99974
